CODIGO CIE;CODIGO INEP;ESCOLA;DIRETORIA;MUNICIPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO
45421;35045421;MARIA UMBELINA RODRIGUES DE AZEVEDO PROFA;JACAREI;JACAREI;;2.97;1.95
45433;35045433;MARIA HELENA DENIS FIGUEIREDO PROFA;JACAREI;JACAREI;;3.64;3.24
45445;35045445;MARIA APARECIDA RICO PROFA;JACAREI;JACAREI;4.43;3.55;
45457;35045457;WALDEMAR SALGADO PROF;JACAREI;SANTA BRANCA;;;2.57
45469;35045469;MIGUEL NAKED MAJOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;3.21;2.56
45470;35045470;MARILDA FERREIRA DE BRITO BARROS PEREIRA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6.76;4.72;3.84
45482;35045482;RUTH SA PROFESSORA;TAUBATE;CACAPAVA;;3.18;2.17
45494;35045494;FLAIR CARLOS DE OLIVEIRA ARMANY DOUTOR;TAUBATE;CACAPAVA;;3.17;2.09
45500;35045500;CLARICE COSTA CONTI PROFA;AMERICANA;AMERICANA;;4.65;4.05
45512;35045512;NEUZA MARIA NAZATTO DE CARVALHO PROFA;AMERICANA;SANTA BARBARA D'OESTE;;4.28;2.15
45524;35045524;ROBERTO RODRIGUES DE AZEVEDO PASTOR;SUMARE;HORTOLANDIA;;3.61;2.62
45536;35045536;MARIA DE LOURDES MARTINS PROFESSORA;SUMARE;SUMARE;;3.33;2.72
45548;35045548;ELYSABETH DE MELLO RODRIGUES PROFESSORA;SUMARE;SUMARE;;3.47;2.91
45559;35045559;MARIA RITA ARAUJO COSTA PROFESSORA;SUMARE;HORTOLANDIA;;3.80;
45561;35045561;MARIANINA DE ROSIS MORAES PROFESSORA;SUMARE;SUMARE;;3.39;3.04
45573;35045573;JENY BONADIA RODRIGUES SANTARROSSA PROFESSORA;SUMARE;SUMARE;;3.32;2.91
45585;35045585;MANUEL ALBALADEJO FERNANDES;SUMARE;SUMARE;;3.60;3.32
45597;35045597;MARIA ROSA CAROLINO DOS SANTOS PROFESSORA;SUMARE;SUMARE;5.46;;
45603;35045603;AMELIA MASSARO PROFA;MOGI MIRIM;SERRA NEGRA;5.17;4.02;
45615;35045615;JOAO ALVARENGA PROF;MOGI MIRIM;PEDREIRA;;4.81;3.07
45627;35045627;JOSE MANOEL ALVARES ROSENDE PROFESSOR;BRAGANCA PAULISTA;BOM JESUS DOS PERDOES;;3.76;
45640;35045640;ISRAEL SCHOBA PROFESSOR;CAMPINAS OESTE;VINHEDO;;;3.19
45664;35045664;PEDRO SALVETTI NETTO PROFESSOR;CAMPINAS OESTE;CAMPINAS;;3.59;2.82
45676;35045676;ORLANDO SIGNORELLI;CAMPINAS OESTE;CAMPINAS;5.97;3.58;2.66
45697;35045697;PAULO MANGABEIRA ALBERNAZ PROF DOUTOR;CAMPINAS OESTE;CAMPINAS;5.51;4.49;3.20
45706;35045706;JOAO FIORELLO REGINATO PROFESSOR;CAMPINAS OESTE;CAMPINAS;7.75;;
45718;35045718;MIGUEL VICENTE CURY;CAMPINAS OESTE;CAMPINAS;;3.59;2.40
45724;35045724;SAO NICOLAU DE FLUE;CAPIVARI;INDAIATUBA;;3.14;3.23
45731;35045731;VICENTE PAULO ZANCHETTA PROFESSOR;SAO JOAO DA BOA VISTA;CASA BRANCA;;3.45;
45755;35045755;MAURILIO TOMANIK PADRE;JUNDIAI;JUNDIAI;;2.81;0.72
45810;35045810;WILLIAM SILVA PROFESSOR;LIMEIRA;LIMEIRA;;3.37;2.08
45822;35045822;MARIA DE SANTO INOCENCIO LIMA IRMA;LIMEIRA;LIMEIRA;;4.34;3.20
45834;35045834;LIDIA ONELIA KALIL AUN CREPALDI PROFESSORA;LIMEIRA;COSMOPOLIS;;2.62;2.67
45861;35045861;MARIA DE LOURDES SILVEIRA COSENTINO PROFESSORA;PIRACICABA;PIRACICABA;;3.26;2.19
45895;35045895;JOSE CARDOSO PROFESSOR;LIMEIRA;RIO CLARO;;4.20;3.08
45913;35045913;VIRGILIO MARCONDES DE CASTRO PROFESSOR;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;;3.64;3.73
46036;35046036;DIRCE PASTORE DONATO PROFA;NORTE 2;SAO PAULO;7.28;;
46048;35046048;EDUARDO GOMES BRIGADEIRO;LESTE 5;SAO PAULO;5.41;;
46059;35046059;ARGEO PINTO DIAS ENG;SUL 3;SAO PAULO;;3.37;2.95
46061;35046061;ANTONIO AGGIO;SUL 2;SAO PAULO;4.95;3.04;1.96
46085;35046085;ERGILIA MICELLI PROFA;ARARAQUARA;ARARAQUARA;;3.99;3.13
46097;35046097;OSWALDO LUIZ SANCHES TOSCHI;SAO VICENTE;PRAIA GRANDE;;;2.66
46127;35046127;JULIO SECCO DE CARVALHO;SAO VICENTE;PRAIA GRANDE;;3.20;1.70
46139;35046139;THEODORA DE CAMARGO AYRES PROFESSORA;VOTORANTIM;PIEDADE;;4.69;3.23
46152;35046152;ANTONIO FACHADA PROF;FRANCA;FRANCA;;2.94;2.47
46164;35046164;OLGA CURY;SANTOS;SANTOS;;3.77;3.44
46176;35046176;NEWTON PIMENTA NEVES PROFESSOR;CAMPINAS OESTE;CAMPINAS;5.44;3.21;2.26
46188;35046188;MARIA APARECIDA FERREIRA PROFESSORA;ITAQUAQUECETUBA;POA;;2.77;2.43
46197;35046197;CHOJIRO SEGAWA;SUZANO;SUZANO;;3.26;2.49
46218;35046218;JOSE BARBOSA DE ALMEIDA PROFESSOR;NORTE 1;SAO PAULO;5.02;3.36;
46224;35046224;PEDRO MOREIRA MATOS PROF;LESTE 2;SAO PAULO;3.54;2.98;1.45
46231;35046231;JOSE SILVEIRA DA MOTTA PROFESSOR;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;8.63;;
46243;35046243;FLAMINIO FAVERO PROFESSOR;NORTE 1;SAO PAULO;6.37;2.67;1.73
46255;35046255;CARLOS BORBA PROFESSOR;NORTE 1;SAO PAULO;5.78;;
46267;35046267;JOAO NOGUEIRA LOTUFO PROFESSOR;NORTE 1;SAO PAULO;6.03;;
46279;35046279;ANTONIO SYLVIO DA CUNHA BUENO;LESTE 4;SAO PAULO;;2.96;1.62
46280;35046280;MARIA APARECIDA MACHADO JULIANELLI;LESTE 1;SAO PAULO;4.61;;
46292;35046292;FRANCISCO PEREIRA DE SOUZA FILHO PROF;LESTE 2;SAO PAULO;;4.04;2.58
46309;35046309;TERCIO MORAES PEREIRA REV;LESTE 2;SAO PAULO;;;4.39
46310;35046310;JULIO DINIS;LESTE 1;SAO PAULO;5.09;3.05;
46334;35046334;LUIS GONZAGA TRAVASSOS DA ROSA;SUL 1;SAO PAULO;5.15;3.94;2.61
46346;35046346;ARNALDO LAURINDO PROFESSOR;SUL 2;SAO PAULO;4.63;3.22;2.12
46358;35046358;TIAGO ALBERIONE PADRE;SUL 1;SAO PAULO;;3.02;1.94
46361;35046361;ESTHER GARCIA PROFA EE;SUL 3;SAO PAULO;;2.64;2.08
46395;35046395;WALDOMIRO POMPEO PREFEITO;GUARULHOS NORTE;GUARULHOS;6.15;;
46401;35046401;REPUBLICA DOMINICANA;JACAREI;ARUJA;;4.20;3.13
46413;35046413;MAURICIO NAZAR PROFESSOR;GUARULHOS NORTE;GUARULHOS;;2.60;1.95
46425;35046425;HELIO POLESEL PROFESSOR;GUARULHOS NORTE;GUARULHOS;;3.35;2.49
46437;35046437;SALIME MUDEH PROFESSORA;GUARULHOS NORTE;GUARULHOS;;3.62;2.52
46449;35046449;JOSEPHINA NAJAR HERNANDEZ PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;;3.05;
46450;35046450;OSWALDO DE OLIVEIRA LIMA;SUZANO;SUZANO;;2.51;2.01
46462;35046462;MARIE NADER CALFAT PROFESSORA;DIADEMA;DIADEMA;;3.09;2.76
46486;35046486;MARIO LEANDRO PROFESSOR;MAUA;RIBEIRAO PIRES;5.35;3.62;2.77
46498;35046498;BENEDITO PAES SOBRINHO VEREADOR;CARAGUATATUBA;CARAGUATATUBA;;;2.69
46504;35046504;SANTINHO CARNAVALE;MAUA;RIBEIRAO PIRES;4.41;2.31;1.62
46516;35046516;ISMAEL DA SILVA JUNIOR PROFESSOR;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;4.71;2.95
46528;35046528;CELESTINO CORREIA PINA PROFESSOR;CARAPICUIBA;CARAPICUIBA;;3.17;
46536;35046536;HELIO LUIZ DOBROCHINSKI PROF;ITAPECERICA DA SERRA;EMBU-GUACU;6.21;;
46541;35046541;PEDRO VILLAS BOAS DE SOUZA DOM;ITAPECERICA DA SERRA;EMBU-GUACU;6.61;;
46565;35046565;LAERT DE ALMEIDA SAO BERNARDO PROFESSOR;TABOAO DA SERRA;TABOAO DA SERRA;;3.54;2.14
46590;35046590;EROTIDES APARECIDA OLIVEIRA DA SILVA PROFESSORA;CARAPICUIBA;COTIA;;3.34;2.52
46607;35046607;JOAO NASCIF CHALUPP;ITAPEVI;ITAPEVI;;2.66;2.11
46619;35046619;ORLANDO GERIBOLA PROFESSOR;OSASCO;OSASCO;;3.26;2.19
46620;35046620;JOSE RIBEIRO DE SOUZA PROFESSOR;OSASCO;OSASCO;;3.14;2.19
46681;35046681;DULCE CESAR TAVARES PROFESSORA;CARAGUATATUBA;SAO SEBASTIAO;;;2.79
46700;35046700;SEBASTIANA COSTA BITTENCOURT PROFESSORA;CARAGUATATUBA;SAO SEBASTIAO;;;3.57
46747;35046747;MARIA ALICE ALVES PEREIRA;CARAGUATATUBA;UBATUBA;;2.77;2.58
46760;35046760;ZULMIRA CAMPOS PROFESSORA;SANTOS;SANTOS;;3.34;2.96
46772;35046772;LUIZ ABEL;SAO VICENTE;PERUIBE;;3.00;2.35
46802;35046802;EUNICE BUENO ROMEIRO PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;4.71;
46814;35046814;BENEDICTO MAURO DOS SANTOS PROF;JACAREI;JACAREI;;4.08;
46826;35046826;ADELIA CHUCRI NEME;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;5.29;;
46838;35046838;CESIDIO AMBROGI PROFESSOR;TAUBATE;TAUBATE;;;2.86
46848;35046848;ROSARIA JANUZZI PROFA;APIAI;APIAI;4.48;2.62;3.31
46899;35046899;ERNESTINA LOUREIRO MIRANDA PROFA;ITAPETININGA;ITAPETININGA;;3.33;2.02
46905;35046905;JUVENAL PAIVA PEREIRA PROF;ITAPETININGA;ITAPETININGA;;3.46;2.19
46917;35046917;MASSANORI KARAZAWA;ITAPETININGA;SAO MIGUEL ARCANJO;;3.76;3.32
46929;35046929;MARIA NAZARENA CORREA IRMA;ITU;SALTO;;3.19;3.20
46930;35046930;JOSEANO COSTA PINTO PROF;ITU;SALTO;;4.75;2.85
46991;35046991;LAILA GALEP SACKER PROFESSORA;SOROCABA;SOROCABA;5.78;;
47004;35047004;HYLDA PARDO DE OLIVEIRA PROFA;AMERICANA;AMERICANA;5.86;;
47016;35047016;ALCHESTE DE GODOY ANDIA PROFA;AMERICANA;SANTA BARBARA D'OESTE;;2.40;2.15
47041;35047041;DIONYSIA GERBI BEIRA;MOGI MIRIM;AMPARO;;3.47;2.41
47053;35047053;JULIA CALHAU RODRIGUES PROFESSORA;CAMPINAS LESTE;JAGUARIUNA;;;2.95
47065;35047065;NAIR DE ALMEIDA PROFA;MOGI MIRIM;SERRA NEGRA;8.10;;
47077;35047077;ARACY BUENO CONTI PROFESSORA;BRAGANCA PAULISTA;ATIBAIA;;3.52;2.35
47089;35047089;IZOLINA PATROCINIO DE LIMA PROFESSORA;BRAGANCA PAULISTA;ATIBAIA;;3.18;1.54
47120;35047120;CORIOLANO MONTEIRO PROFESSOR;CAMPINAS LESTE;CAMPINAS;;3.06;2.23
47144;35047144;JOSE CARLOS DE ATALIBA NOGUEIRA PROFESSOR;CAMPINAS OESTE;CAMPINAS;4.70;;
47156;35047156;EDUARDO BARNABE DEPUTADO;CAMPINAS OESTE;CAMPINAS;6.23;2.86;1.82
47168;35047168;VALENTINA SILVA DE OLIVEIRA FIGUEIREDO DONA;CAMPINAS OESTE;CAMPINAS;6.18;;
47173;35047173;ANTONIO PIRES BARBOSA DOUTOR;CAMPINAS OESTE;CAMPINAS;5.37;;
47181;35047181;WILSON BRANDAO TOFFANO PROFESSOR;CAMPINAS LESTE;CAMPINAS;6.81;;
47193;35047193;ROQUE DE MAGALHAES BARROS PROFESSOR;CAMPINAS LESTE;CAMPINAS;8.05;;
47200;35047200;ELVIRA DE PARDO MEO MURARO;CAMPINAS OESTE;CAMPINAS;4.84;3.97;2.73
47259;35047259;ARMANDO DIAS;JUNDIAI;VARZEA PAULISTA;;2.35;1.94
47260;35047260;MAXIMILIANO BARUTO DOUTOR;PIRASSUNUNGA;ARARAS;;3.00;2.13
47272;35047272;CELIO RODRIGUES ALVES;LIMEIRA;COSMOPOLIS;;3.12;3.18
47284;35047284;JOAO OMETTO;LIMEIRA;IRACEMAPOLIS;;4.35;3.65
47296;35047296;ARY LEITE PEREIRA PROFESSOR;LIMEIRA;LIMEIRA;;3.86;2.61
47302;35047302;JOSE FERRAZ SAMPAIO PENTEADO PROFESSOR;LIMEIRA;LIMEIRA;;3.09;
47314;35047314;OCTAVIO PIMENTA REIS;LIMEIRA;LIMEIRA;7.03;4.77;
47348;35047348;ALMERINDA RODRIGUES PROFA;MOGI MIRIM;MOGI GUACU;;3.17;3.05
47375;35047375;HELIO PENTEADO DE CASTRO PROFESSOR;PIRACICABA;PIRACICABA;;3.99;2.90
47387;35047387;LUIZ GONZAGA DE CAMPOS TOLEDO DOUTOR;PIRACICABA;PIRACICABA;;3.38;3.12
47405;35047405;LYSANIAS DE OLIVEIRA CAMPOS PROF;ARARAQUARA;ARARAQUARA;;4.39;3.59
47454;35047454;HELIO PALERMO PROF;FRANCA;FRANCA;;3.48;2.84
47466;35047466;DJANIRA VELHO PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;;4.85;3.80
47491;35047491;IRACEMA DE OLIVEIRA CARLOS PROFA;TAQUARITINGA;IBITINGA;6.77;3.66;3.25
47533;35047533;JOAO CHAMMAS COMENDADOR;JAU;PEDERNEIRAS;;3.66;
47557;35047557;OCTACILIO DE OLIVEIRA PADRE;LINS;LINS;3.81;;
47570;35047570;FERNANDO BARBOSA LIMA;FERNANDOPOLIS;FERNANDOPOLIS;7.75;3.64;3.57
47594;35047594;TUFI MADI;JOSE BONIFACIO;MIRASSOL;;3.78;2.77
47612;35047612;SILVESTRE AUGUSTO DO NASCIMENTO;ARACATUBA;ARACATUBA;;3.09;1.95
47673;35047673;JOEL ANTONIO DE LIMA GENESIO PROFESSOR;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;;4.66;
47703;35047703;MAURICIO MILANI;MARILIA;ECHAPORA;;3.03;2.13
47715;35047715;CLODONIL CARDOSO;MIRACATU;IGUAPE;;3.11;3.02
47727;35047727;SEBASTIANA MUNIZ PAIVA;MIRACATU;IGUAPE;;3.35;3.74
47776;35047776;ADOLPHO ROSSIN MAJOR;CAMPINAS OESTE;CAMPINAS;5.13;;
47788;35047788;ANTONIO DE PADUA PRADO PROFESSOR;CAPIVARI;INDAIATUBA;;3.82;2.92
47797;35047797;JOSE PEDRO DE MORAES;PIRASSUNUNGA;LEME;;6.49;3.09
47806;35047806;RAQUEL SAES MELHADO DA SILVA PROFESSORA;SUMARE;HORTOLANDIA;;3.76;2.05
47818;35047818;ARY DE OLIVEIRA GARCIA PROFESSOR;SANTOS;CUBATAO;;;3.38
47824;35047824;AURELINA FERREIRA PROFESSORA;CARAGUATATUBA;UBATUBA;;3.61;2.13
47843;35047843;SYLVIA RIBEIRO DE CARVALHO PROFA;MARILIA;MARILIA;;3.61;2.29
47855;35047855;MARIA CECILIA FERRAZ DE FREITAS PROFA;MARILIA;MARILIA;;4.02;2.62
47909;35047909;ODONE BELLINE PROF;ARARAQUARA;MATAO;;3.28;2.47
47934;35047934;MOABE CURY;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;1.88;2.01
47946;35047946;HENRIQUETA COSTA PORTO PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;7.51;;
47958;35047958;AYR PICANCO BARBOSA DE ALMEIDA PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6.05;4.37;3.39
47961;35047961;IRACEMA RIBEIRO DE FREITAS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;7.38;;
48008;35048008;PEDRO PAULO GONCALVES LOPES PROFESSOR;SAO VICENTE;PRAIA GRANDE;;3.12;2.22
48012;35048012;DARCY SILVEIRA VAZ PROFESSOR;BARRETOS;COLINA;;;2.22
48021;35048021;PROVINCIA DE NAGASAKI;NORTE 2;SAO PAULO;5.48;;
48033;35048033;MARIA DE LOURDES ALMEIDA SINISGALLI PROFA;SUL 3;SAO PAULO;;2.72;2.11
48069;35048069;MARIA APPARECIDA RANSANI MAGALHAES PROFESSORA;GUARULHOS NORTE;GUARULHOS;4.77;;
48082;35048082;JOSE VEIGA PROF;JACAREI;GUARAREMA;;3.13;2.19
48100;35048100;TITO LIMA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3.23;
48112;35048112;DAGOBERTO SALLES FILHO DEPUTADO;CARAPICUIBA;COTIA;;3.17;
48124;35048124;REPUBLICA DO PERU;CARAPICUIBA;COTIA;;2.59;1.75
48136;35048136;KENKITI SIMOMOTO;CARAPICUIBA;COTIA;;2.70;2.13
48148;35048148;ELIAS ALVES DA COSTA BACHAREL;SAO ROQUE;VARGEM GRANDE PAULISTA;;3.33;2.93
48161;35048161;IRACEMA RAUEN MACIEL PROFESSORA;ITAPEVI;ITAPEVI;;2.23;1.40
48173;35048173;ELIZA DE OLIVEIRA RIBEIRO;ITAPEVI;ITAPEVI;;3.02;2.20
48197;35048197;ALEXANDRINA GOMES DE ARAUJO RODRIGUES PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;3.91;2.60
48203;35048203;CACILDA LAGES PEREIRA CAVANI PROFA;APIAI;ITAOCA;6.79;5.06;4.29
48215;35048215;LEOPOLDO LEME VERNECK;APIAI;APIAI;3.84;5.90;3.84
48227;35048227;LEILA MARISA PASSARO PROFA;APIAI;GUAPIARA;;3.57;2.52
48239;35048239;JULIA DA SILVEIRA MELLO PROFA;APIAI;RIBEIRA;;3.67;2.09
48240;35048240;JARDIM SANTA CLARA DO LAGO;SUMARE;HORTOLANDIA;;4.17;2.23
48264;35048264;MARIA ANTONIETTA GARNERO LA FORTEZZA PROFESSORA;SUMARE;HORTOLANDIA;;3.23;2.43
48276;35048276;MARISTELA CAROLINA MELLIN;SUMARE;HORTOLANDIA;;2.70;1.95
48297;35048297;LUIZ RIVELLI PROFESSOR;JUNDIAI;JUNDIAI;;3.07;4.20
48324;35048324;ADOLPHO CARVALHO PROFESSOR;PIRACICABA;PIRACICABA;;5.15;
48331;35048331;MANASSES EPHRAIN PEREIRA PROFESSOR;PIRACICABA;PIRACICABA;;3.91;
48343;35048343;ANTONIO PINTO DE ALMEIDA FERRAZ DOUTOR;PIRACICABA;PIRACICABA;;4.95;
48355;35048355;MARIO DEDINI COMENDADOR;PIRACICABA;PIRACICABA;7.29;;
48379;35048379;CARMELA MORANO PREVIDELLI PROFA;TAQUARITINGA;TAQUARITINGA;;3.26;2.36
48422;35048422;JOANNA SPOSITO;TABOAO DA SERRA;EMBU DAS ARTES;;3.76;3.62
48446;35048446;ALBERTO FERRIANI PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;5.15;;
48458;35048458;SALUSTIANO LEMOS;RIBEIRAO PRETO;SANTA ROSA DE VITERBO;;3.34;2.74
48461;35048461;ARLINDO SILVESTRE PROFESSOR;LIMEIRA;LIMEIRA;;5.10;3.48
48471;35048471;CANTIDIO SAMPAIO DEPUTADO;GUARULHOS NORTE;GUARULHOS;4.47;2.94;
48483;35048483;ULISSES VICTOR GERVASIO PROFESSOR;MAUA;MAUA;5.04;;
48495;35048495;LUCINDA BASTOS PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;5.07;2.41;2.12
48501;35048501;JETHRO VAZ DE TOLEDO PROFESSOR;PIRACICABA;PIRACICABA;;2.72;1.66
48513;35048513;ALTINA MORAES SAMPAIO PROFA;ARACATUBA;ARACATUBA;;4.23;
48537;35048537;COLONIA DOS PESCADORES;CARAGUATATUBA;CARAGUATATUBA;;4.48;3.24
48562;35048562;IZABEL DE ALMEIDA MARIN PROFESSORA;BIRIGUI;BIRIGUI;;5.40;4.78
48586;35048586;JOSEPHINA ZINNI ALMADA PROFA;FRANCA;FRANCA;7.55;;
48598;35048598;PAULO TRAJANO DA SILVEIRA SANTOS PROFESSOR;NORTE 1;SAO PAULO;5.40;;
48604;35048604;PAULO LEIVAS MACALAO PASTOR;NORTE 2;SAO PAULO;4.58;2.43;
48616;35048616;JOAO BAPTISTA ALVES SILVA PROF;NORTE 2;SAO PAULO;;3.43;2.03
48628;35048628;EMIR MACEDO NOGUEIRA JORNALISTA PROF;LESTE 4;SAO PAULO;5.76;;
48636;35048636;ROMEU MONTORO;LESTE 4;SAO PAULO;;2.72;1.79
48641;35048641;PAULO LAURO DR;LESTE 4;SAO PAULO;;3.14;2.59
48653;35048653;MOACYR AMARAL DOS SANTOS;LESTE 3;SAO PAULO;;3.31;2.13
48665;35048665;JOAQUIM SILVERIO GOMES DOS REIS PROFESSOR;LESTE 3;SAO PAULO;5.82;3.04;
48677;35048677;INDIANA ZUYCHER SIMOES DE JESUS PROFESSORA;LESTE 3;SAO PAULO;4.93;;
48689;35048689;RUTH CABRAL TRONCARELLI PROFESSORA;LESTE 1;SAO PAULO;;3.57;2.77
48690;35048690;JOSE RIGHETTO SOBRINHO PROF;LESTE 2;SAO PAULO;5.46;3.35;2.09
48707;35048707;FREDERICO MARIANO;LESTE 3;SAO PAULO;5.66;;
48719;35048719;CICERO CANUTO DE LIMA PASTOR;SUL 2;SAO PAULO;4.36;2.73;1.52
48720;35048720;ARISTON DE OLIVEIRA PROFESSOR TENENTE;SUL 2;SAO PAULO;;3.23;1.94
48732;35048732;HOMERO VAZ DO AMARAL;SUL 3;SAO PAULO;5.54;;
48744;35048744;SOICHI MABE;SUL 2;SAO PAULO;;3.15;2.29
48781;35048781;ULYSSES SANCHES RAMIRES PROF;CAIEIRAS;FRANCISCO MORATO;5.05;3.93;2.26
48811;35048811;ELVIRA PARADA MANGA PROFA;CAIEIRAS;FRANCO DA ROCHA;6.06;3.45;1.86
48823;35048823;ADAIL JARBAS DUCLOS;CAIEIRAS;FRANCO DA ROCHA;5.47;4.17;2.39
48859;35048859;VALDERICE THEREZINHA DA MOTTA CAMPOS MARCHINI PROFESSORA;GUARULHOS NORTE;GUARULHOS;;3.03;2.39
48860;35048860;ANTONIO VELASCO ARAGON PADRE;GUARULHOS NORTE;GUARULHOS;;3.45;
48872;35048872;MAURICIO GOULART DEPUTADO;GUARULHOS SUL;GUARULHOS;5.55;2.87;2.34
48884;35048884;ANTONIO GARCIA VEREADOR;SUZANO;SUZANO;5.36;;
48896;35048896;IVONE DA SILVA DE OLIVEIRA PROFESSORA;ITAQUAQUECETUBA;POA;;3.06;1.49
48938;35048938;GREGORIO WESTRUPP PADRE;DIADEMA;DIADEMA;6.61;;
48948;35048948;ANNA LACIVITTA AMARAL DONA;MAUA;RIBEIRAO PIRES;;4.21;2.80
48951;35048951;ALZIRO BARBOSA NASCIMENTO PROFESSOR;MAUA;RIO GRANDE DA SERRA;5.32;3.55;2.08
48975;35048975;MARY MALLET CYRINO PROFESSORA;ITAPEVI;ITAPEVI;;3.24;2.51
48999;35048999;ROMEO MECCA PADRE;ITAPEVI;ITAPEVI;;2.60;2.14
49013;35049013;MANOEL AUGUSTO VIEIRA NETO DESEMBARGADOR;ITAPEVI;JANDIRA;;2.59;1.54
49025;35049025;JARDIM MARIA HELENA I;ITAPEVI;BARUERI;;;2.28
49037;35049037;FABIANA DE QUEIROZ;CARAPICUIBA;CARAPICUIBA;5.23;;
49049;35049049;ELISABETH SILVA DE ARAUJO PROFESSORA;CARAPICUIBA;CARAPICUIBA;;3.49;2.61
49086;35049086;JOAQUIM MENDES FELIZ;ITAPECERICA DA SERRA;EMBU-GUACU;6.20;3.92;3.33
49098;35049098;ABRAHAO DE MORAES PROFESSOR;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3.59;
49104;35049104;HEITOR CAVALCANTI ALENCAR FURTADO DEPUTADO;TABOAO DA SERRA;TABOAO DA SERRA;;2.96;2.52
49141;35049141;TANCREDO NEVES PRESIDENTE;SANTOS;GUARUJA;4.41;3.16;2.64
49153;35049153;ESMERALDO SOARES TARQUINIO DE CAMPOS FILHO;SAO VICENTE;SAO VICENTE;;2.79;2.07
49189;35049189;ADELAIDE PATROCINIO DOS SANTOS;SAO VICENTE;PRAIA GRANDE;;2.78;2.14
49207;35049207;IVONE NOGUEIRA DE AZEVEDO PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;2.84;
49219;35049219;PEREIRA DE MATTOS DOUTOR;TAUBATE;CACAPAVA;;;4.25
49220;35049220;ANTONIO DE MOURA ABUD DOUTOR;TAUBATE;TAUBATE;;;2.51
49232;35049232;JOAO VICTOR LAMANNA DR;JACAREI;JACAREI;;4.03;3.04
49256;35049256;JOAO CRUZ PROF;JACAREI;JACAREI;;4.61;3.75
49273;35049273;FRANCISCO DE OLIVEIRA FARACO PROF;BOTUCATU;SAO MANUEL;;3.14;2.15
49293;35049293;ATALIBA JULIO DE OLIVEIRA PROF;ITAPETININGA;ITAPETININGA;5.55;;
49311;35049311;MARIA FRANCISCA DEOCLECIO ARRIVABENE PROFA;ITAPETININGA;SAO MIGUEL ARCANJO;;3.91;3.72
49323;35049323;ANTONIO DEFFUNE DOUTOR;ITAPEVA;ITAPEVA;;;3.02
49359;35049359;CHRISTIANO MARQUES BONILHA PROFESSOR;ITARARE;ITARARE;;3.70;1.21
49396;35049396;MARIA DE OLIVEIRA LELLIS ITO PROFESSORA;SAO ROQUE;MAIRINQUE;;;4.33
49402;35049402;BENEDICTA ARANHA DE OLIVEIRA LINO PROFA;AMERICANA;SANTA BARBARA D'OESTE;;3.76;2.28
49414;35049414;ALICE ANTENOR DE SOUZA PROFESSORA;SUMARE;SUMARE;;3.34;3.21
49426;35049426;JOSE SCALVI DE OLIVEIRA PROF;MOGI MIRIM;AMPARO;;3.82;2.86
49448;35049448;EDINALDO APARECIDO SALLES ESTUDANTE;BRAGANCA PAULISTA;ATIBAIA;;5.35;
49451;35049451;ADONIRAN BARBOSA;CAMPINAS OESTE;VALINHOS;;;3.41
49463;35049463;CAMILO MARQUES PAULA PROFESSOR DOUTOR;CAPIVARI;INDAIATUBA;;3.19;2.17
49475;35049475;MARIA APPARECIDA PINTO DA CUNHA PROFESSORA;CAPIVARI;INDAIATUBA;;4.10;2.99
49487;35049487;CARMEN MENDES CARVALHO PROFESSORA;SAO JOAO DA BOA VISTA;TAMBAU;;2.95;2.67
49499;35049499;ANTONIO DUTRA PROFESSOR;JUNDIAI;ITATIBA;;;4.24
49505;35049505;MITIHARU TANAKA;JUNDIAI;VARZEA PAULISTA;;4.33;3.00
49517;35049517;IDILIO JOSE SOARES DOM;LIMEIRA;LIMEIRA;;3.25;1.75
49529;35049529;ATALIBA PIRES DO AMARAL PROFESSOR;LIMEIRA;LIMEIRA;;4.06;
49542;35049542;PAULO DE BARROS FERRAZ PROFESSOR;PIRASSUNUNGA;PIRASSUNUNGA;;3.25;2.24
