CODIGO CIE;CODIGO INEP;ESCOLA;DIRETORIA;MUNICIPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO
496546;35496546;ROBERTO SCARABUCI PROFESSOR;FRANCA;FRANCA;;3.11;2.53
496558;35496558;ADELMO FRANCISCO DA SILVA;FRANCA;FRANCA;;3.44;2.21
496571;35496571;ADUAR KEMELL DIBO PROFESSOR;SAO CARLOS;SAO CARLOS;;4.13;3.12
496601;35496601;JARDIM PAULISTA;CAPIVARI;INDAIATUBA;;4.11;3.10
496790;35496790;TEREZINHA PALONE DA SILVA DOMINGUES PROFA;ITAPEVI;JANDIRA;;;3.56
497095;35497095;DIACONO HAMILTON BONTORIM DE SOUZA PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;3.48;2.49
497253;35497253;PROFESSORA STELLA DA MATTA AMBROSIO;FRANCA;FRANCA;;3.70;3.08
497289;35497289;JARDIM SANTA RITA II;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3.16;2.16
497381;35497381;JARDIM BUSCARDI;ARARAQUARA;MATAO;;;4.19
497733;35497733;GERALDO DE OLIVEIRA;AMERICANA;NOVA ODESSA;;3.20;2.14
497812;35497812;JARDIM DOS CISNES;PINDAMONHANGABA;SAO BENTO DO SAPUCAI;;5.68;
498087;35498087;DAVID GOLIAS PROF;ARACATUBA;VALPARAISO;;3.62;
498403;35498403;BAIRRO DO TURVO;VOTORANTIM;TAPIRAI;;2.77;2.55
498452;35498452;JULIO CESAR FLORIDO RAFAELI PROFESSOR;BRAGANCA PAULISTA;ATIBAIA;;3.80;2.47
499043;35499043;PROFESSORA MARIA ELOIZA PINHEIRO RAMOS;BRAGANCA PAULISTA;NAZARE PAULISTA;;2.90;2.33
518591;35518591;PROFESSORA MARIA ONDINA ANDRADE;SOROCABA;SOROCABA;;3.02;2.37
558643;35558643;MARIA DE CAMPOS PIRES MACIEL PROFESSORA;JAU;PEDERNEIRAS;;2.79;2.63
560510;35560510;PROFESSOR GERALDO DO ESPIRITO SANTO FOGACA DE ALMEIDA;SOROCABA;SOROCABA;;3.98;2.60
561009;35561009;JARDIM SANTA TEREZINHA;GUARULHOS NORTE;GUARULHOS;;3.29;
561010;35561010;JARDIM DOS PIRES I;JAU;JAU;;3.14;2.06
561411;35561411;JARDIM MARISA;CAMPINAS OESTE;CAMPINAS;3.80;2.26;1.69
563043;35563043;BAIRRO JUNDIAQUARA;VOTORANTIM;ARACOIABA DA SERRA;;;3.21
563146;35563146;ADRIANA CARDOSO PROFESSORA;CAMPINAS LESTE;CAMPINAS;5.03;;
564680;35564680;JOÃO ERNESTO DE ALMEIDA VANNI;BRAGANCA PAULISTA;BRAGANCA PAULISTA;;3.00;
564953;35564953;MARIA HELENA GAZZI BONADIO PROFESSORA;SOROCABA;SOROCABA;;3.29;2.32
564990;35564990;BERNARDO CARO;CAMPINAS LESTE;CAMPINAS;4.54;2.85;1.57
565039;35565039;ORACY MATRICARDI PROF;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;;4.37;
565040;35565040;PROFESSOR PEDRO ANTONIO FERRAZ DE ANDRADE;OURINHOS;OURINHOS;;;2.95
565052;35565052;PARQUE DAS AROEIRAS II;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;3.70;2.47
565064;35565064;PARQUE NOVA ESPERANCA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;3.27;2.35
565696;35565696;PROFA MARIA EUNICE BORGES DE MIRANDA REIS;BAURU;BAURU;;1.51;0.56
565805;35565805;PROFESSORA MARIA DE LOURDES LIMA;MOGI MIRIM;CONCHAL;;;4.37
566020;35566020;PARQUE DOROTEIA;SUL 1;SAO PAULO;4.09;3.41;
566032;35566032;ASSENTAMENTO ZUMBI DOS PALMARES;AVARE;IARAS;;;2.78
566202;35566202;CHB EMBU N II;TABOAO DA SERRA;EMBU DAS ARTES;;3.50;2.30
566780;35566780;JARDIM DR PAULO GOMES ROMEO;RIBEIRAO PRETO;RIBEIRAO PRETO;3.00;3.47;
566846;35566846;PROFESSORA LUCIANA DAMAS BEZERRA;TAUBATE;CACAPAVA;;2.39;1.72
576475;35576475;JARDIM FLAMBOYANS;RIBEIRAO PRETO;RIBEIRAO PRETO;5.94;3.90;3.82
576487;35576487;PROFESSORA NAIR GUILHERMINA PINHEIRO NOGUEIRA – NAIRZINHA;RIBEIRAO PRETO;RIBEIRAO PRETO;;3.07;2.50
576499;35576499;JARDIM MONTE CARLO;RIBEIRAO PRETO;RIBEIRAO PRETO;3.59;2.45;
576669;35576669;RESIDENCIAL SAO JOSE;SUMARE;PAULINIA;;;3.17
576670;35576670;RESIDENCIAL BORDON;SUMARE;SUMARE;;3.77;2.88
577066;35577066;JARDIM OURO PRETO;CAMPINAS OESTE;CAMPINAS;4.36;2.93;
577078;35577078;PAULO ISMAEL DOS SANTOS SOBRINHO;JACAREI;GUARAREMA;;3.69;3.16
577145;35577145;RECANTO DOS PASSAROS;OURINHOS;OURINHOS;;2.50;1.75
577704;35577704;COHAB PALMARES PAULISTA;CATANDUVA;PALMARES PAULISTA;;3.91;
578009;35578009;PROFESSOR JOAO TEIXEIRA SAMPAIO;PENAPOLIS;PENAPOLIS;;3.49;2.57
578022;35578022;JARDIM SANTA LIDIA I;GUARULHOS NORTE;GUARULHOS;;;2.62
578563;35578563;PROFESSORA MARIA LUCIA PADOVANI DE OLIVEIRA;AMERICANA;AMERICANA;;3.29;3.36
578575;35578575;PROFESSORA LENY APPARECIDA PAGOTTO BOER;AMERICANA;AMERICANA;5.89;3.96;2.73
578587;35578587;PROFESSORA ORNELLA RITA FERRARI SACILOTTO;AMERICANA;AMERICANA;;;4.84
579257;35579257;ROBERTO ANTONIALLI;MOGI MIRIM;MOGI GUACU;;3.58;3.34
579269;35579269;JARDIM PLANALTO;MOGI MIRIM;MOGI MIRIM;;2.56;
579427;35579427;PROF. DR. SEGUNDO CARLOS LOPES;SAO CARLOS;IBATE;;3.46;3.20
579439;35579439;PROFESSOR JOÃO BATISTA GASPARIN;SAO CARLOS;SAO CARLOS;;2.56;1.26
579440;35579440;PREFEITA ELZA ORSINI DE CARVALHO;REGISTRO;REGISTRO;;;2.59
