NOMEDEP;DE;MUN;DISTR;COD_ESC;NOMESC;SITUACAO;TIPOESC;ENDESC;NUMESC;COMPLEND;CEP;BAIESC;ZONA;DS_LONGITUDE;DS_LATITUDE;CODVINC
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;CEZAR DE SOUZA;6622;SEBASTIAO DE CASTRO PROFESSOR;Ativa;EE;RICIERI JOSE MARCATTO;600;AVENIDA;8810020;VILA SUISSA;URBANA;-46,1569;-23,5036;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6646;PEDRO MALOZZE;Ativa;EE;MARIA OSORIO VALLE;650;AVENIDA;8730060;ALTO IPIRANGA;URBANA;-46,20249939;-23,53339958;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6658;LEONOR DE OLIVEIRA MELLO;Ativa;EE;JOAQUINA MARIA DE JESUS;641;RUA;8773350;VILA MOGILAR;URBANA;-46,19524002;-23,51475906;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;BRAS CUBAS;6661;LAURINDA CARDOSO MELLO FREIRE PROFESSORA;Ativa;EE;FELIPE CAMARAO;221;RUA;8740560;JARDIM UNIVERSO;URBANA;-46,20930338;-23,54840249;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;BIRITIBA-USSU;6671;JOAO CARDOSO DOS SANTOS PROFESSOR;Ativa;EE;RUA THIAGO SILVESTRE FURTADO;SN;;8890000;BIRITIBA USSU;URBANA;-46,12080002;-23,64039993;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;6677;HOSPITAL GERAL PROFESSOR WALDEMAR DE CARVALHO PINTO FILHO;Ativa;CLASSE HOSPITALAR;DOS LIRIOS;300;;7190012;PARQUE CECAP;;-46,49513626;-23,44965553;921385
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;BRAS CUBAS;6683;GALDINO PINHEIRO FRANCO;Ativa;EE;SCHWARTZMANN;SN;RUA;8740010;BRAZ CUBAS;URBANA;-46,22266006;-23,54210091;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6695;GABRIEL PEREIRA;Ativa;EE;JOTHER SANTOS PINTO;38;RUA;8725240;CONJUNTO HABITACIONAL BRAS CUBAS;URBANA;-46,18050003;-23,55430031;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;SABAUNA;6701;FRANCISCO DE SOUZA MELLO PROFESSOR;Ativa;EE;AURORA;180;RUA;8840330;VILA SAO PAULO;URBANA;-46,13142014;-23,4743309;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6713;FRANCISCO FERREIRA LOPES;Ativa;EE;DOUTOR DEODATO WERTHEIMER;426;RUA;8710430;CENTRO;URBANA;-46,19660187;-23,51460075;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6725;FIRMINO LADEIRA PROFESSOR;Ativa;EE;BRASIL;840;AVENIDA;8717260;MOGI MODERNO;URBANA;-46,18798065;-23,53671074;
ESTADUAL - SE;MOGI DAS CRUZES;SALESOPOLIS;SALESOPOLIS;6737;OLGA CHAKUR FARAH PROFESSORA;Ativa;EE;AVENIDA ANTONIO PAULINO DE MIRANDA;101;RUA;8970000;CENTRO;URBANA;-45,84440994;-23,53031921;
ESTADUAL - SE;MOGI DAS CRUZES;SALESOPOLIS;NOSSA SENHORA DO REMEDIO;6750;ELISIARIO PINTO DE MORAIS VEREADOR;Ativa;EE;ESTRADA MOGI SALESOPOLIS KM 28;SN;KM 28;8980000;DO ALEGRE;RURAL;-45,96965408;-23,5489502;
ESTADUAL - SE;JACAREI;GUARAREMA;GUARAREMA;6762;ROBERTO FEIJO DOUTOR;Ativa;EE;RUA DONA LAURINDA;553;;8900000;CENTRO;URBANA;-46,03889847;-23,41309929;
ESTADUAL - SE;JACAREI;GUARAREMA;GUARAREMA;6774;ANTONIO LERARIO;Ativa;EE;RUA CILESA FERRAZ DA SILVA;57;;8900000;PARQUE AGRINCO;RURAL;-46,11095578;-23,36577681;
ESTADUAL - SE;BRAGANCA PAULISTA;BRAGANCA PAULISTA;BRAGANCA PAULISTA;6792;BAIRRO JARDIM SAO MIGUEL;Ativa;EE;PLINIO DALLARA;360;;12903434;JARDIM SAO MIGUEL;URBANA;-46,56515503;-22,94717598;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;SABAUNA;6798;ARISTOTELES DE ANDRADE PROFESSOR;Ativa;EE;ANTONIO ALABARCE LOPES;SN;RUA;8850240;VILA ANDRADE;URBANA;-46,08404922;-23,48097992;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6804;ARLINDO AQUINO DE OLIVEIRA DOUTOR;Ativa;EE;MOGITAIACUPEBA;KM 11;ESTRADA;8765340;TAIACUPEBA;RURAL;-46,19046021;-23,56666946;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6816;BENEDITO BORGES VIEIRA PROFESSOR;Ativa;EE;ESTRADA MOGI  BERTIOGA;KM 08;RUA;8765000;VILA MORAES;URBANA;-46,17950058;-23,58040047;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6836;MARIA RODRIGUES GONCALVES PROFESSORA;Ativa;EE;PEDRO ALVARES CABRAL;SN;RUA;8775390;JARDIM MARICA;URBANA;-46,18112946;-23,49924088;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;TAIACUPEBA;6841;BENEDITO DE SOUZA LIMA;Ativa;EE;GUARAREMA;138;RUA;8765100;TAIACUPEBA;URBANA;-46,18526077;-23,67303085;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6865;DEODATO WERTHEIMER DOUTOR;Ativa;EE;RUA ENGENHEIRO GUALBERTO;150;RUA;8770300;CENTRO;URBANA;-46,20090866;-23,52197075;
ESTADUAL - SE;LIMEIRA;IPEUNA;IPEUNA;6867;JARDIM DOS IPES;Ativa;EE;LUIZ SCAGLIA;950;;13537000;JARDIM DOS IPES;URBANA;-47,70460892;-22,4287796;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6889;AMERICO SUGAI;Ativa;EE;MOGI QUATINGA;SN;KM 23;8751300;QUATINGA;URBANA;-46,24110031;-23,64859962;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;BRAS CUBAS;6890;ANTONIO OLEGARIO DOS SANTOS CARDOSO;Ativa;EE;COMENDADOR KOHEIJI ADACHI;SN;RUA;8762050;JARDIM SANTOS DUMONT I;URBANA;-46,21567917;-23,58054543;
ESTADUAL - SE;MOGI MIRIM;ITAPIRA;ITAPIRA;6900;BAIRRO DOS PRADOS / BAIRRO JOSE TONOLLI;Ativa;EE;MARTA ROSA FORMIGARI EHMKE;S/Nº;;13973789;JOSE TONOLLI;URBANA;-46,79444885;-22,4565506;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;JUNDIAPEBA;6907;MARIA ISABEL DOS SANTOS MELLO PROFESSORA;Ativa;EE;AVENIDA PRESIDENTE ALTINO ARANTES;100;AVENIDA;8750500;JUNDIAPEBA;URBANA;-46,25749969;-23,54899979;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6919;CAMILO FAUSTINO DE MELLO PROFESSOR;Ativa;EE;ELISA DASAMBIAGIO;209;RUA;8790030;VILA OLIVEIRA;URBANA;-46,17139816;-23,52230072;
ESTADUAL - SE;MOGI DAS CRUZES;MOGI DAS CRUZES;MOGI DAS CRUZES;6920;WASHINGTON LUIZ DOUTOR;Ativa;EE;RUA DOM ANTONIO CANDIDO DE ALVARENGA;511;RUA;8780070;CENTRO;URBANA;-46,1859;-23,5246;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;6932;MORATO DE OLIVEIRA DOUTOR;Ativa;EE;AMELIA GUERRA;550;RUA;8610000;VILA AMORIM;URBANA;-46,3013;-23,5401;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;6944;MANUEL DOS SANTOS PAIVA;Ativa;EE;JOSE DANTAS;112;RUA;8685080;VILA MALUF;URBANA;-46,3055;-23,5251;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;6973;DAVID JORGE CURI PROFESSOR;Ativa;EE;ITAPETI;500;AVENIDA;8693640;JARDIM FERNANDES;URBANA;-46,30519867;-23,50309944;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;6981;RAUL BRASIL PROFESSOR;Ativa;EE;OTAVIO MIGUEL DA SILVA;52;;8673060;PARQUE SUZANO;URBANA;-46,31528091;-23,5345192;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;6993;ROBERTO BIANCHI;Ativa;EE;KEIDA HARADA;99;ESTRADA;8620050;IPELANDIA;URBANA;-46,29556274;-23,62208939;
ESTADUAL - SE;ADAMANTINA;PACAEMBU;PACAEMBU;7000;CENTRO DE DETENCAO PROVISORIA I DE PACAEMBU;Ativa;CLASSE PENITENCIÁRIA;KOUITIRO SATO;SN;KM 07;17860000;VILA OLIMPIA;RURAL;-51,2577858;-21,54424095;31069
ESTADUAL - SE;ADAMANTINA;PACAEMBU;PACAEMBU;7001;CENTRO DE DETENCAO PROVISORIA II DE PACAEMBU;Ativa;CLASSE PENITENCIÁRIA;KOUTTIRO SATO;SN;KM 7;17860000;VILA OLIMPIA;RURAL;-51,2577858;-21,54424095;31069
ESTADUAL - SE;ITAQUAQUECETUBA;POA;POA;7006;BERTHA CORREA E CASTRO DA ROCHA;Ativa;EE;ENEIDA FRANCO PINTO;55;RUA;8557130;VILA ANITA;URBANA;-46,34280014;-23,51679993;
ESTADUAL - SE;ITAQUAQUECETUBA;POA;POA;7018;BENEDITA GARCIA DA CRUZ PROFESSORA;Ativa;EE;LILIA;115;RUA;8560250;CALMON VIANA;URBANA;-46,3353;-23,5325;
ESTADUAL - SE;SUZANO;SUZANO;BOA VISTA PAULISTA;7024;BRASILIO MACHADO NETO COMENDADOR;Ativa;EE;AGNALDO CURSINO;367;RUA;8693455;SESC;URBANA;-46,31074905;-23,50960922;
ESTADUAL - SE;ITAQUAQUECETUBA;POA;POA;7031;EUSTAQUIO PADRE;Ativa;EE;IRAPUA;80;RUA;8564060;JARDIM SELMA HELENA;URBANA;-46,35240173;-23,53614044;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;7043;ZEIKICHI FUKUOKA;Ativa;EE;CARAMURU;111;RUA;8665330;CIDADE EDSON;URBANA;-46,30929947;-23,55699921;
ESTADUAL - SE;SUZANO;SUZANO;PALMEIRAS DE SAO PAULO;7055;ANIS FADUL DOUTOR;Ativa;EE;BENEDITO JOSE RANGEL;95;RUA;8625560;VILA RICA;URBANA;-46,31510162;-23,64220047;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;7067;CARLOS MOLTENI PROFESSOR;Ativa;EE;TEREZA CLEMENTINA THOMAZINI DE FREITAS;105;RUA;8683280;PARQUE MARIA HELENA;URBANA;-46,3125;-23,53039932;
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;7079;ZILDA BRACONI AMADOR PROFESSORA;Ativa;EE;BATATAIS;38;RUA;8577440;VILA BARTIRA;URBANA;-46,37005615;-23,48115349;
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;7080;EUGENIO VICTORIO DELIBERATO;Ativa;EE;VERA CRUZ;201;RUA;8573640;JARDIM GONCALVES;URBANA;-46,34429932;-23,49029922;
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;7109;JOSE GAMA DE MIRANDA;Ativa;EE;ALVARES DE CARVALHO;250;RUA;8588480;JARDIM CAIUBI;URBANA;-46,31681824;-23,43976974;
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;7122;HOMERO FERNANDO MILANO;Ativa;EE;JOAO BARBOSA DE MORAES;157;AVENIDA;8576070;VILA ZEFERINA;URBANA;-46,35340118;-23,48270035;
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;7134;ODILA LEITE DOS SANTOS PROFESSORA;Ativa;EE;R JUNDIAI;84;;8577320;MONTE BELO;URBANA;-46,3657;-23,484;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;7146;TOKUZO TERAZAKI;Ativa;EE;ESTRADA DOS FERNANDES;KM 05;ATE 37993800;8664005;PARQUE SANTA ROSA;URBANA;-46,33580017;-23,56410027;
ESTADUAL - SE;SUZANO;SUZANO;PALMEIRAS DE SAO PAULO;7158;HELENA ZERRENNER;Ativa;EE;SANTA LUZIA;9700;;8634050;QUINTA DIVISAO;RURAL;-46,30324173;-23,68498039;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;7161;GERALDO JUSTINIANO DE REZENDE SILVA PROFESSOR;Ativa;EE;BASILIO VALENTE DE AGUIAR;19;RUA;8675160;VILA SAO JORGE;URBANA;-46,31129837;-23,5447998;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;7171;GIOVANNI BATTISTA RAFFO PROFESSOR DOUTOR;Ativa;EE;INDIO TIBIRICA;KM 66;SN;8655000;VILA SOL NASCENTE;URBANA;-46,30863953;-23,58547974;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;7183;LUIZ BIANCONI;Ativa;EE;FRANCISCO GLICERIO GENERAL;2678;RUA;8665000;JARDIM ANZAI;URBANA;-46,31769943;-23,55789948;
ESTADUAL - SE;SUZANO;FERRAZ DE VASCONCELOS;FERRAZ DE VASCONCELOS;7195;CARLINDO REIS;Ativa;EE;JUVENAL GUERRA;137;RUA;8501020;SITIO PAREDAO;URBANA;-46,36420059;-23,54080009;
ESTADUAL - SE;SUZANO;FERRAZ DE VASCONCELOS;FERRAZ DE VASCONCELOS;7213;EDIR DO COUTO ROSA PROFESSOR;Ativa;EE;JAPAO;68;RUA;8500070;VILA ROMANOPOLIS;URBANA;-46,36729813;-23,5435009;
ESTADUAL - SE;SUZANO;FERRAZ DE VASCONCELOS;FERRAZ DE VASCONCELOS;7237;LANDIA SANTOS BATISTA PROFESSORA;Ativa;EE;RUA PROFESSOR ENGENHEIRO CLAUDIO ABRAHAO;210;RUA;8545130;JARDIM SAO JOAO;URBANA;-46,36790085;-23,53070068;
ESTADUAL - SE;SUZANO;FERRAZ DE VASCONCELOS;FERRAZ DE VASCONCELOS;7262;IGNES CORREA ALLEN PROFESSORA;Ativa;EE;RUA SAO FRANCISCO;128;RUA;8544630;VILA NACOES;URBANA;-46,36349869;-23,53440094;
ESTADUAL - SE;SUZANO;FERRAZ DE VASCONCELOS;FERRAZ DE VASCONCELOS;7274;IIJIMA;Ativa;EE;KANGO TAKIUTI;100;RUA;8533240;VILA DO AMERICANO;URBANA;-46,38240051;-23,54660034;
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;7286;EDINA ALVARES BARBOSA PROFESSORA;Ativa;EE;RUA SAO ROQUE;381;RUA;8599020;VILA JAPAO;URBANA;-46,3443985;-23,46699905;
ESTADUAL - SE;ITAQUAQUECETUBA;POA;POA;7298;SIMON SWITZAR PADRE;Ativa;EE;CAPANEMA;76;RUA;8550310;CENTRO;URBANA;-46,34170151;-23,52039909;
ESTADUAL - SE;ITAQUAQUECETUBA;POA;POA;7316;MARGARIDA DE CAMILLIS;Ativa;EE;PORTUGAL;261;RUA;8558200;VILA VARELA;URBANA;-46,3356781;-23,50926971;
ESTADUAL - SE;ITAQUAQUECETUBA;POA;POA;7328;BATUIRA;Ativa;EE;TUPI;95;RUA;8561060;CENTRO;URBANA;-46,33950043;-23,52409935;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7336;MERCIA ARTIMOS MARON PROFESSORA;Ativa;EE;RUA SANTA MARTA;86;ANTIGO JARDIM SANTA RITA;9940180;TABOAO;URBANA;-46,60480118;-23,67099953;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7341;NICEIA ALBARELLO FERRARI PROFESSORA;Ativa;EE;RUA SAO JOAO;200;ANTIGO JARDIM REMANSO;9910580;CENTRO;URBANA;-46,6318;-23,6861;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7365;LYDES RACHEL GUTIERRES PROFESSORA;Ativa;EE;RUA PARAOPEBA;354;ANTIGO JARDIM PAINEIRAS;9932080;TABOAO;URBANA;-46,61702347;-23,6641407;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7377;JOSE ARTIGAS GENERAL;Ativa;EE;AVENIDA GETULIO VARGAS;121;ANTIGO JARDIM MARILENE;9960480;VILA NOGUEIRA;URBANA;-46,59769821;-23,69549942;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7389;JOAO RAMALHO;Ativa;EE;ALAMEDA DA SAUDADE;30;ANTIGO JARDIM ELISA;9990690;CONCEICAO;URBANA;-46,62390137;-23,69309998;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7390;ANTONIETA BORGES ALVES PROFESSORA;Ativa;EE;AVENIDA DOM PEDRO I;365;AVENIDA;9991000;CONCEICAO;URBANA;-46,6172;-23,6967;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7407;ANTONIO BRANCO RODRIGUES JUNIOR PROFESSOR;Ativa;EE;RUA BOCAIUVA;44;ANTIGO VILA SANTA RITA;9950640;PIRAPORINHA;URBANA;-46,58269882;-23,67449951;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7419;JARDIM ANA SOFIA;Ativa;EE;RUA HUMBERTO MAROELLI DE MENDONCA;95;ANTIGO JARDIM ANA SOFIA;9951120;VILA NOGUEIRA;URBANA;-46,60139847;-23,68989944;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7420;SERGIO BUARQUE DE HOLANDA;Ativa;EE;DEZENOVE DE NOVEMBRO;21;ANTIGO JARDIM SANTA DIRCE;9912140;CENTRO;URBANA;-46,61270142;-23,68779945;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7432;ALDEMIR DE SOUZA CASTRO PROFESSOR;Ativa;EE;AVENIDA DONA RUYCE FERRAZ ALVIM;3431;ANTIGO JARDIM RUYCE;9961540;CASA GRANDE;URBANA;-46,59700012;-23,70879936;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7444;MARIA CAROLINA CASINI CARDIM PROFESSORA;Ativa;EE;RUA PURUS;643;ANTIGO JARDIM DAS PAINEIRAS;9932240;TABOAO;URBANA;-46,61940002;-23,6651001;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7456;EVANDRO CAIAFA ESQUIVEL PROFESSOR;Ativa;EE;RUA BERNARDO LOBO;150;RUA;9942210;VILA NOGUEIRA;URBANA;-46,5964;-23,6857;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7468;OSVALDO GIACOIA DOUTOR;Ativa;EE;RUA PRINCESA ISABEL;168;ANTIGO VILA ALICE;9942030;CANHEMA;URBANA;-46,6008;-23,6773;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7473;RAUL SADDI;Ativa;EE;AVENIDA SENADOR VITORINO FREIRE;721;ANTIGO JARDIM REY;9910550;CENTRO;URBANA;-46,63550186;-23,69029999;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7493;SYLVIA RAMOS ESQUIVEL;Ativa;EE;RUA SAFIRA;33;ANTIGO JARDIM DONINI;9920460;CENTRO;URBANA;-46,62519836;-23,68350029;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7500;FABIO EDUARDO RAMOS ESQUIVEL;Ativa;EE;RUA ORENSE;790;ANTIGO JARDIM MARIA LEONOR;9920650;CENTRO;URBANA;-46,62170029;-23,67989922;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7511;ARLINDO BETIO;Ativa;EE;RUA VITOR BRECHERET;31;RUA;9961110;CASA GRANDE;URBANA;-46,5905;-23,6994;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7523;PEDRO MADOGLIO PROFESSOR;Ativa;EE;AVENIDA ANTONIO SYLVIO CUNHA BUENO;1192;ANTIGO JARDIM INAMAR;9970160;INAMAR;URBANA;-46,61299896;-23,71969986;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7535;SIMON BOLIVAR;Ativa;EE;RUA AIACA;61;RUA;9972210;ELDORADO;URBANA;-46,62540054;-23,71940041;
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;7547;ANA CONSUELO GARCIA PERES MURAD PROFESSORA;Ativa;EE;RUA SIDNEY;91;ANTIGO JARDIM NACOES;9921320;TABOAO;URBANA;-46,6129;-23,6746;
ESTADUAL - SE;MAUA;MAUA;MAUA;7559;MANOEL CACAO PROFESSOR;Ativa;EE;JORGE MONTELEONE;374;RUA;9380270;JARDIM SONIA MARIA;URBANA;-46,4821699;-23,6277098;
ESTADUAL - SE;MAUA;MAUA;MAUA;7560;THEREZINHA SARTORI PROFESSORA;Ativa;EE;VITORINO DELL ANTONIA;154;RUA;9370570;VILA NOEMIA;URBANA;-46,46524099;-23,66953931;
ESTADUAL - SE;MAUA;MAUA;MAUA;7572;IRACEMA DE BARROS BERTOLASO PROFESSORA;Ativa;EE;AMERICANA;136;RUA;9370490;JARDIM HAYDEE;URBANA;-46,46310043;-23,67469978;
ESTADUAL - SE;MAUA;MAUA;MAUA;7584;ANTONIO MESSIAS SZYMANSKI PROFESSOR;Ativa;EE;JOSE RICARDO NALLE;900;AVENIDA;9361340;JARDIM SAO JORGE DO GUAPITUBA;URBANA;-46,4515;-23,7005;
ESTADUAL - SE;MAUA;MAUA;MAUA;7596;LUIS WASHINGTON VITA PROFESSOR;Ativa;EE;FRANCISCO SILVIANO ALVES BRANDAO VICEPRESIDENTE;180;RUA;9371160;PARQUE SAO VICENTE;URBANA;-46,4767;-23,6696;
ESTADUAL - SE;MAUA;MAUA;MAUA;7602;DELFINO RIBEIRO GUIMARAES;Ativa;EE;WALDEMAR DELBONE;177;RUA;9380230;CAPUAVA;URBANA;-46,49143982;-23,65472984;
ESTADUAL - SE;MAUA;MAUA;MAUA;7614;EMIKO FUJIMOTO PROFESSORA;Ativa;EE;MAUA E ADUTORA RIO CLARO;1115;ESTRADA;9390500;JARDIM IPE;URBANA;-46,45381927;-23,64686012;
ESTADUAL - SE;MAUA;RIBEIRAO PIRES;RIBEIRAO PIRES;7626;EMILIO SORTINO COMENDADOR;Ativa;EE;RUA PAPA JOAO XXIII;35;AVENIDA;9421540;SUISSA;URBANA;-46,42129898;-23,71629906;
ESTADUAL - SE;MAUA;RIBEIRAO PIRES;RIBEIRAO PIRES;7638;RUTH NEVES SANT ANNA PROFESSORA;Ativa;EE;JORGE TIBIRICA DOUTOR;2;RUA;9424130;CENTRO ALTO;URBANA;-46,41719818;-23,71389961;
ESTADUAL - SE;MAUA;MAUA;MAUA;7648;MARILENE DE OLIVEIRA ACETTO PROFESSORA;Ativa;EE;CANDIDO GONCALO MENDES;10;RUA;9370810;VILA CARLINA;URBANA;-46,48360062;-23,69879913;
ESTADUAL - SE;MAUA;RIBEIRAO PIRES;RIBEIRAO PIRES;7651;FRANCISCO ARNONI PREFEITO;Ativa;EE;HUMBERTO DE ALENCAR CASTELO BRANCO MARECHAL;190;RUA;9426120;BOCAINA;URBANA;-46,43334932;-23,70681588;
ESTADUAL - SE;MAUA;MAUA;MAUA;7663;JORGE MARCOS DE OLIVEIRA DOM;Ativa;EE;BENEDITA FRANCA DA VEIGA DONA;1202;AVENIDA;9330620;VILA LISBOA;URBANA;-46,42470169;-23,65800095;
ESTADUAL - SE;MAUA;MAUA;MAUA;7675;SYLVIO GUERATTO;Ativa;EE;R VIOLETAS DAS;171;RUA;9361230;JD PRIMAVERA;URBANA;-46,45652008;-23,70352936;
ESTADUAL - SE;MAUA;MAUA;MAUA;7687;ODILA BENTO MIRARCHI PROFESSORA;Ativa;EE;CARLOS TAMAGNINI;695;RUA;9360160;VILA NOSSA SENHORA DAS VITORIAS;URBANA;-46,45555115;-23,68193054;
ESTADUAL - SE;MAUA;MAUA;MAUA;7699;CARLOS DRUMMOND DE ANDRADE;Ativa;EE;WASHINGTON LUIZ;374;RUA;9390140;VILA MAGINI;URBANA;-46,45798874;-23,66144943;
ESTADUAL - SE;MAUA;MAUA;MAUA;7705;ANTONIO PRADO JUNIOR;Ativa;EE;DAVID BOSCARIOL;53;RUA;9390350;JARDIM ROSINA;URBANA;-46,4598;-23,6619;
ESTADUAL - SE;MAUA;MAUA;MAUA;7717;WALT DISNEY;Ativa;EE;RUA DUQUE DE CAXIAS;327;RUA;9310290;VILA GUARANI;URBANA;-46,44888687;-23,66886711;
ESTADUAL - SE;MAUA;MAUA;MAUA;7729;MAUA VISCONDE DE;Ativa;EE;SANTOS DUMONT;26;RUA;9310130;VILA BOCAINA;URBANA;-46,45648956;-23,66847992;
ESTADUAL - SE;MAUA;MAUA;MAUA;7730;ADELAIDE ESCOBAR BUENO PROFESSORA;Ativa;EE;AUGUSTO WALENDY;100;RUA;9311040;JARDIM SANTA LIDIA;URBANA;-46,45230865;-23,67811012;
ESTADUAL - SE;MAUA;MAUA;MAUA;7742;MARIA ELENA COLONIA PROFESSORA;Ativa;EE;GUADALAJARA;135;RUA;9351160;PARQUE DAS AMERICAS;URBANA;-46,44398117;-23,68958092;
ESTADUAL - SE;MAUA;MAUA;MAUA;7754;JOSE ROMEU DA SILVA;Ativa;EE;PASCHOAL FALCHI;49;RUA;9350270;VILA FALCHI;URBANA;-46,44311142;-23,6782608;
ESTADUAL - SE;MAUA;MAUA;MAUA;7766;EMILIA CREM DOS SANTOS PROFESSORA;Ativa;EE;SAMUEL WAINER;52;;9350430;JARDIM FLORIDA;URBANA;-46,44142151;-23,68473053;
ESTADUAL - SE;MAUA;MAUA;MAUA;7778;ARISTIDES AUGUSTO FERNANDES DOUTOR;Ativa;EE;JOAQUIM CHAVASCO;136;AVENIDA;9340190;JARDIM MAUA;URBANA;-46,43529892;-23,66851997;
ESTADUAL - SE;MAUA;MAUA;MAUA;7785;EZILDA NASCIMENTO FRANCO PROFESSORA;Ativa;EE;MANSUR JOSE SADEK;135;AVENIDA;9321030;JARDIM ZAIRA;URBANA;-46,43899544;-23,65054063;
ESTADUAL - SE;MAUA;MAUA;MAUA;7791;MARCELINA MARIA DA SILVA OLIVEIRA DONA;Ativa;EE;ARMANDO BAGNARA;75;RUA;9320670;JARDIM ZAIRA;URBANA;-46,44641113;-23,65698051;
ESTADUAL - SE;MAUA;MAUA;MAUA;7808;IRACEMA CREM PROFESSORA;Ativa;EE;LUIS MARCOLINO;751;AVENIDA;9320680;JARDIM ZAIRA;URBANA;-46,44052124;-23,65858078;
ESTADUAL - SE;MAUA;MAUA;MAUA;7812;CLODOALDO PORTUGAL CARIBE;Ativa;EE;DOM JOSE GASPAR;2128;;9370670;MATRIZ;URBANA;-46,45999908;-23,68720055;
ESTADUAL - SE;MAUA;MAUA;MAUA;7821;MIRNA LOIDE CORREIA FERLE PROFESSORA;Ativa;EE;AVENIDA BARAO DE MAUA;4200;AVENIDA;9330150;JARDIM ITAPEVA;URBANA;-46,42346954;-23,67020035;
