NOMEDEP;DE;MUN;DISTR;COD_ESC;NOMESC;SITUACAO;TIPOESC;ENDESC;NUMESC;COMPLEND;CEP;BAIESC;ZONA;DS_LONGITUDE;DS_LATITUDE;CODVINC
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;351064;SONIA MARIA ALEXANDRE PEREIRA PROFESSORA;Ativa;EE;WALDEMAR TEIXEIRA;1000;RUA;12229010;JARDIM TORRAO DE OURO;URBANA;-45,86259842;-23,27129936;
ESTADUAL - SE;FRANCA;FRANCA;FRANCA;351076;VICENTE MINICUCCI PROFESSOR;Ativa;EE;RUA JOSE ANTONIO DOS SANTOS;1722;RUA;14403286;RECANTO ELIMAR;URBANA;-47,38111115;-20,56936073;
ESTADUAL - SE;ITAPEVI;ITAPEVI;ITAPEVI;352561;AIR FERREIRA DO NASCIMENTO PROFESSOR;Ativa;EE;ELIAS ALVES DA COSTA;799;ESTRADA;6675200;SAO JOAO;URBANA;-46,96977997;-23,54560089;
ESTADUAL - SE;LESTE 3;SAO PAULO;IGUATEMI;352573;ANTONIO CARLOS BRASILEIRO DE ALMEIDA JOBIM TOM JOBIM;Ativa;EE;TRAVESSA SINHA MOCA;52;TRAVESSA;8344000;JARDIM DA CONQUISTA ZONA LESTE;URBANA;-46,45526123;-23,60810089;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;352585;BOM PASTOR II;Ativa;EE;AVENIDA PALMIRA ROSSI;1195;AVENIDA;7144170;RECREIO SAO JORGE;URBANA;-46,52214813;-23,39793015;
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;352603;GILBERTO DE CARVALHO PROFESSOR;Ativa;EE;ESTRADA DO MARENGO;189;ESTRADA;8693200;CIDADE BOA VISTA;URBANA;-46,30020142;-23,49939919;
ESTADUAL - SE;ADAMANTINA;IRAPURU;IRAPURU;354569;CENTRO DE ATENDIMENTO SOC EDUC AO ADOLESC IRAPURU I CIP;Ativa;FEBEM - UIP (CASA À PARTIR DE 2007);ESTRADA MUNICIPAL;3;IRV KM 6;17880000;PATURY;RURAL;-51,31761074;-21,52055508;30958
ESTADUAL - SE;ADAMANTINA;IRAPURU;IRAPURU;354570;CENTRO DE ATENDIMENTO SOC EDUC AO ADOLESC IRAPURU II CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);ESTRADA MUNICIPAL;3;IRV KM 6;17880000;PATURY;RURAL;-51,31709576;-21,52063492;30958
ESTADUAL - SE;JUNDIAI;JUNDIAI;JUNDIAI;359191;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE DE JUNDIAI CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);GERALDO DIAS VEREADOR;KM 73;RODOVIA;13214311;VILA HORTOLANDIA;RURAL;-46,93719864;-23,1196003;19744
ESTADUAL - SE;JUNDIAI;JUNDIAI;JUNDIAI;359348;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE DE JUNDIAI CIP;Ativa;FEBEM - UIP (CASA À PARTIR DE 2007);GERALDO DIAS VEREADOR;KM 73;RODOVIA;13214295;VILA FORMOSA;RURAL;-46,93719864;-23,1196003;19744
ESTADUAL - SE;ITU;ITU;ITU;362759;PRISCILA DE FATIMA PINTO PROFESSORA;Ativa;EE;JANIO DA SILVA QUADROS PRESIDENTE;SN;RUA;13309729;VILA LUCINDA/ROMANA;URBANA;-47,30422974;-23,2974205;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;363121;CENTRO DE ATEND SOCIOEDUC AO ADOLESC GUARULHOS CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);RUA MINISTRO HIPOLITO;3650;RUA;7250010;CIDADE ARACILIA;URBANA;-46,3694191;-23,43034935;6452
ESTADUAL - SE;CATANDUVA;CATANDUVA;CATANDUVA;363613;CEL JTO A EE BARAO DO RIO BRANCO;Ativa;CEL;ROOSEVELT;143;PRACA;15801185;CENTRO;URBANA;-48,9797;-21,1375;26670
ESTADUAL - SE;OURINHOS;OURINHOS;OURINHOS;363625;CEL JTO A EE DOMINGOS CAMERLINGO CALO;Ativa;CEL;DE DUQUE CAXIAS;558;;19911621;VILA RECREIO;URBANA;-49,86727142;-22,97038078;33923
ESTADUAL - SE;SERTAOZINHO;SERTAOZINHO;SERTAOZINHO;363637;CEL JTO A EE NICIA FABIOLA ZANUTTO GIRALDI PROFESSORA;Ativa;CEL;RUA SEBASTIAO SAMPAIO;2765;;14169269;JARDIM CANAA;URBANA;-47,97700119;-21,14629936;923023
ESTADUAL - SE;LINS;LINS;LINS;365051;CENTRO ATEND SOCIOED AO ADOLESCENTE RIO DOURADO LINS  CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);DAVID EID;KM 2;;16401490;CONJUNTO HABITACIONAL FRANCISCO JOSE DE OLIVEIRA RATTO;RURAL;-49,73799896;-21,64734459;26177
ESTADUAL - SE;JAU;JAU;JAU;377156;ANTONIO TEREZIO MENDES PEIXOTO PROFESSOR;Ativa;EE;ARY FERREIRA DIAS DOUTOR;SN;AVENIDA;17213352;JARDIM PADRE AUGUSTO SANI;URBANA;-48,58679962;-22,31170082;
ESTADUAL - SE;ITAPEVA;ITAPEVA;ITAPEVA;388300;CEL JTO A EE NICOTA SOARES;Ativa;CEL;RUA ROSELANDIA;SN;;18400000;JARDIM BELVEDERE;URBANA;-48,86893198;-23,97500613;15489
ESTADUAL - SE;CAIEIRAS;CAJAMAR;CAJAMAR;388973;JARDIM MARIA LUIZA;Ativa;EE;RUA ALAMBARI;41;;7787495;JARDIM COLINA MARIA LUIZA;URBANA;-46,82855988;-23,34616852;
ESTADUAL - SE;MAUA;MAUA;MAUA;389250;CLOTILDE ALVARES DORATIOTO;Ativa;EE;ALOISIO DE AZEVEDO;SN;RUA;9330771;VILA FEITAL;URBANA;-46,42382813;-23,65805054;
ESTADUAL - SE;MOGI MIRIM;MOGI MIRIM;MOGI MIRIM;389511;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE LARANJEIRAS  CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);RODOVIA WILSON FINARDI  SP191;KM 7;;13800970;VATINGA;RURAL;-47,06892192;-22,41776303;924891
ESTADUAL - SE;MOGI MIRIM;MOGI MIRIM;MOGI MIRIM;389626;CENTRO DE ATEND SOCIOEDUC AO ADOLESC DE MOGI MIRIM I  CIP;Ativa;FEBEM - UIP (CASA À PARTIR DE 2007);ROD WILSON FINARDI;KM 7;;13800970;VATINGA;RURAL;-47,06900024;-22,41776085;924891
ESTADUAL - SE;LESTE 3;SAO PAULO;GUAIANASES;392832;CENTRO DE ATEND SOCIOEDUC AO ADOLESC GUAIANAZES I CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);JULIO GOUVEIA;SN;RUA;8465009;CONJUNTO HABITACIONAL JUSCELINO KUBITSCHEK;URBANA;-46,39374924;-23,56502914;904314
ESTADUAL - SE;LESTE 3;SAO PAULO;GUAIANASES;392873;CENTRO DE ATEND SOCIOEDUC AO ADOLESC GUAIANAZES II CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);JULIO GOUVEIA;SN;RUA;8465009;CONJUNTO HABITACIONAL JUSCELINO KUBITSCHEK;URBANA;-46,393412;-23,566459;904314
ESTADUAL - SE;OSASCO;OSASCO;OSASCO;393447;CENTRO DE ATEND SOCIOEDUC AO ADOLESC OSASCO I CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);JOSE PASCOWITCH;SN;RUA;6149070;RAPOSO TAVARES;URBANA;-46,8149429;-23,5883048;11010
ESTADUAL - SE;PENAPOLIS;BRAUNA;BRAUNA;395365;INDIA MARIA ROSA;Ativa;EEI;POSTO INDIGENA ICATU;SN;ESCOLA;16290000;GUAPORANGA;RURAL;-50,31734085;-21,5655899;
ESTADUAL - SE;SUL 2;SAO PAULO;JARDIM SAO LUIS;404718;CENTRO DE ATEND SOCIOEDUC AO ADOLESC JARDIM SAO LUIZ I CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);FREDERICO GROTTE;SN;RUA;5818270;JARDIM VERGUEIRO;URBANA;-46,72977829;-23,66292381;5400
ESTADUAL - SE;JABOTICABAL;MONTE AZUL PAULISTA;MONTE AZUL PAULISTA;406004;BAIRRO CRUZEIRO;Ativa;EE;RUA SANTOS DUMONT;535;RUA;14730000;CRUZEIRO;URBANA;-48,64105988;-20,91246986;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;406156;CENTRO ATEND SOCIOED AO ADOLESC SERRA DA CANTAREIRA CIP;Ativa;FEBEM - UIP (CASA À PARTIR DE 2007);HIPOLITO MINISTRO;3750;;7250010;CIDADE ARACILIA;URBANA;-46,37020111;-23,42464066;6452
ESTADUAL - SE;CAPIVARI;MONTE MOR;MONTE MOR;406272;MARIO COVAS GOVERNADOR;Ativa;EE;RUA MISAEL BERGANTON;3;RUA;13190000;PARQUE RESIDENCIAL SAO CLEMENTE;URBANA;-47,25267792;-22,93703842;
ESTADUAL - SE;VOTORANTIM;VOTORANTIM;VOTORANTIM;406685;SELMA MARIA MARTINS CUNHA PROFESSORA;Ativa;EE;RUA ADRIANO MACIEL DE QUEIROZ;SN;RUA;18119170;JARDIM TATIANA;URBANA;-47,49620056;-23,54430008;
ESTADUAL - SE;CAIEIRAS;FRANCO DA ROCHA;FRANCO DA ROCHA;406806;PEDRO LELIS DE SOUZA PREFEITO;Ativa;EE;FLOR DE LIZ;92;ESTRADA;7810090;SITIO BORDA DA MATA;URBANA;-46,75719833;-23,32130051;
ESTADUAL - SE;ANDRADINA;CASTILHO;CASTILHO;407215;DARIO GIOMETTI PROFESSOR;Ativa;EE;RUA JOSE MANOEL DE ANGELO;150;AVENIDA;16920000;CENTRO;URBANA;-51,48809814;-20,86650085;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;407331;CEL JTO A EE CONRADO SIVILA ALSINA PADRE;Ativa;CEL;AVENIDA BOM CLIMA;556;AVENIDA;7196220;JARDIM BOM CLIMA;URBANA;-46,51794052;-23,45105934;5873
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;407410;CEL JTO A EE WILLIAN RODRIGUES REBUA;Ativa;CEL;AMAZONAS;1660;AVENIDA;6327270;CONJUNTO HABITACIONAL PRESIDENTE CASTELO BRANCO;URBANA;-46,8224;-23,5312;9854
ESTADUAL - SE;CENTRO SUL;SAO PAULO;SACOMA;409169;TERUKO UEDA YAMAGUTI PROFESSORA;Ativa;EE;AMADEU GIUSTI;52;RUA;4182080;JARDIM SANTA CRUZ SACOMA;URBANA;-46,59724045;-23,63994026;
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS;GUARULHOS NORTE;411292;JARDIM FORTALEZA II;Ativa;EE;ROBERTO MAGALHAES;507;RUA;7153140;JARDIM FORTALEZA;URBANA;-46,44369888;-23,3783493;
ESTADUAL - SE;TAUBATE;TAUBATE;TAUBATE;411848;CENTRO DE ATEND SOCIOEDUC AO ADOLESC DE TAUBATE CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);AMADOR BUENO DA VEIGA;KM 138;AVENIDA;12062400;JARDIM JARAGUA;RURAL;-45,5490481;-23,01028893;14023
ESTADUAL - SE;TAUBATE;TAUBATE;TAUBATE;411851;CENTRO DE ATEND SOCIOEDUC AO ADOLESC DE TAUBATE  CIP;Ativa;FEBEM - UIP (CASA À PARTIR DE 2007);AMADOR BUENO DA VEIGA;KM 138;AVENIDA;12062400;JARDIM JARAGUA;RURAL;-45,548973;-23,01032349;14023
ESTADUAL - SE;LESTE 4;SAO PAULO;VILA MATILDE;411875;CEL JTO A EE DONA ZALINA ROLIM;Ativa;CEL;LUIS CARLOS DOUTOR;740;RUA;3505000;VILA ARICANDUVA;URBANA;-46,5441;-23,535;2471
ESTADUAL - SE;LESTE 3;SAO PAULO;JOSE BONIFACIO;412173;JUAN CARLOS ONETTI ESCRITOR;Ativa;EE;RUA CAMUTANGA;SN;RUA;8260340;CONJUNTO JOSE BONIFACIO;URBANA;-46,42586899;-23,56587982;
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;RIBEIRAO PRETO;412181;PROFESSORA SUELI TEREZINHA DANHONE;Ativa;EE;GREGORIO PEREIRA;50;RUA;14066440;JARDIM ORESTES LOPES DE CAMARGO;URBANA;-47,82986069;-21,12210083;
ESTADUAL - SE;SUL 2;SAO PAULO;JARDIM SAO LUIS;412961;CENTRO DE ATEND SOCIOEDUCAO ADOLESC JARDIM SAO LUIZ II CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);FREDERICO GROTTE;SN;RUA;5818270;JARDIM VERGUEIRO;URBANA;-46,72986984;-23,66293526;5400
ESTADUAL - SE;MAUA;MAUA;MAUA;412983;AFONSO PASCHOTTE PADRE;Ativa;EE;DAVID BOSCARIOL;15;RUA;9390350;JARDIM ROSINA;URBANA;-46,45965958;-23,66193962;
ESTADUAL - SE;LESTE 5;SAO PAULO;VILA MARIA;414281;CENTRO DE ATEND SOCIOEDUC AO ADOLESC NOVA VIDA CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);MORVAN DIAS DE FIGUEIREDO;4200;AVENIDA;2170000;VILA MARIA;URBANA;-46,59288993;-23,52789891;759
ESTADUAL - SE;LESTE 5;SAO PAULO;VILA MARIA;414323;CENTRO DE ATEND SOCIOEDUC AO ADOLESC PAULISTA CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);MORVAN DIAS DE FIGUEIREDO;4215;AVENIDA;2170000;VILA MARIA;URBANA;-46,59295864;-23,52789715;759
ESTADUAL - SE;LESTE 5;SAO PAULO;BELEM;414360;CENTRO DE ATEND SOCIOEDUC AO ADOLESC BELA VISTA CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);AVENIDA CONDESSA ELISABETH ROBIANO;450;AVENIDA;3074000;BELEM;URBANA;-46,59379621;-23,53051883;759
ESTADUAL - SE;LESTE 5;SAO PAULO;BELEM;414396;CENTRO DE ATEND SOCIOEDUC AO ADOLESC VILA GUILHERME CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);AVENIDA CONDESSA ELISABETH ROBIANO;450;AVENIDA;3074000;BELEM;URBANA;-46,59375635;-23,53051602;759
ESTADUAL - SE;NORTE 1;SAO PAULO;BRASILANDIA;414612;NOE RODRIGUES PADRE;Ativa;EE;SANTA CRUZ DA CONCEICAO;151;RUA;2850100;PARQUE BELEM;URBANA;-46,68674088;-23,46031952;
ESTADUAL - SE;SUL 3;SAO PAULO;GRAJAU;415443;JOSE EPHIM MINDLIN;Ativa;EE;AUGUSTO TEIXEIRA;101;RUA;4841160;PARQUE PLANALTO;URBANA;-46,68629837;-23,73950005;
ESTADUAL - SE;MOGI MIRIM;MOGI MIRIM;MOGI MIRIM;417359;CENTRO DE ATEND SOCIOEDUC AO ADOLESC DE MOGI MIRIM I  CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);RODOVIA WILSON FINARDI;KM 7;;13800970;VATINGA;RURAL;-47,06884682;-22,41772584;924891
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;417427;CEL JTO A EE JULIO PRESTES DE ALBUQUERQUE DOUTOR;Ativa;CEL;EUGENIO SALERNO DOUTOR;203;AVENIDA;18035430;CENTRO;URBANA;-47,46840446;-23,50084812;16160
ESTADUAL - SE;SANTOS;BERTIOGA;BERTIOGA;417439;TXERU BA  E KUA  I;Ativa;EEI;TUPI GUARAN;1500;RUA;11250000;PRAIA DE BORACEIA;URBANA;-45,81452942;-23,72985077;
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS;GUARULHOS SUL;417695;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE GUAYI  CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);HIPOLITO MINISTRO;3700;;7250010;CIDADE ARACILIA;URBANA;-46,37020111;-23,42464066;6452
ESTADUAL - SE;TUPA;ARCO-IRIS;ARCO-IRIS;421868;INDIA VANUIRE;Ativa;EEI;POSTO INDIGENA B;SN;;17630000;PONTE ALTA;RURAL;-50,3864955;-21,79440108;
ESTADUAL - SE;ASSIS;ASSIS;ASSIS;428760;CEL JTO A EE PROF CARLOS ALBERTO DE OLIVEIRA;Ativa;CEL;RUA DOUTOR LUIZ PIZZA;220;RUA;19814330;CENTRO;URBANA;-50,414;-22,6598;33285
ESTADUAL - SE;LESTE 5;SAO PAULO;VILA MARIA;428863;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE OURO PRETO CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);MORVAN DIAS DE FIGUEIREDO;4210;AVENIDA;2170000;VILA MARIA;URBANA;-46,59304545;-23,52791759;759
ESTADUAL - SE;LESTE 5;SAO PAULO;BELEM;428875;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE SAO PAULO CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);AVENIDA CONDESSA ELISABETH ROBIANO;450;AVENIDA;3074000;BELEM;URBANA;-46,59374961;-23,5305245;759
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS;CAMPINAS OESTE;430705;JARDIM ICARAI;Ativa;EE;AMALIA FORTI POLI;62;RUA;13051059;JARDIM DO LAGO CONTINUACAO;URBANA;-47,07909012;-22,95396042;
ESTADUAL - SE;LINS;PROMISSAO;PROMISSAO;431597;MOACYR MIRANDA PINTO PROFESSOR DOUTOR;Ativa;EE;RUA LYDIO RODRIGUES PORTELLA;SN;RUA;16370000;JARDIM BELA VISTA;URBANA;-49,85250092;-21,52510071;
ESTADUAL - SE;CENTRO OESTE;SAO PAULO;RIO PEQUENO;431850;CEL JTO A EE PEREIRA BARRETO;Ativa;CEL;RUA NOSSA SENHORA DA LAPA;615;RUA;5072000;LAPA;URBANA;-46,7053489;-23,5246448;3402
ESTADUAL - SE;CENTRO;SAO PAULO;BRAS;431874;CENTRO DE ATEND SOCIOEDUC AO ADOLESCENTE TOPAZIO CIP;Ativa;FEBEM - UIP (CASA À PARTIR DE 2007);DOMINGOS PAIVA;170;RUA;3043070;BRAS;URBANA;-46,6174172;-23,5445553;1659
ESTADUAL - SE;LESTE 5;SAO PAULO;VILA MARIA;432015;CENTRO DE ATEND SOCIOEDUC AO ADOLESC JOAO DO PULO CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);MORVAN DIAS DE FIGUEIREDO;4210;AVENIDA;2170000;VILA MARIA;URBANA;-46,59297792;-23,52782112;759
ESTADUAL - SE;CENTRO SUL;SAO PAULO;LIBERDADE;432660;HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR;Ativa;CLASSE HOSPITALAR;ANTONIO PRUDENTE PROFESSOR;211;RUA;1509010;LIBERDADE;URBANA;-46,6378924;-23,5655136;4340
ESTADUAL - SE;CENTRO SUL;SAO PAULO;LIBERDADE;432672;HOSPITAL ANTONIO PRUDENTE CL HOSPITALAR;Ativa;CLASSE HOSPITALAR;ANTONIO PRUDENTE PROFESSOR;211;RUA;1509010;LIBERDADE;URBANA;-46,6378924;-23,5655136;4340
ESTADUAL - SE;LINS;LINS;LINS;432684;CENTRO DE ATEND SOCIOED AO ADOLESC VITORIA REGIA LINS  CIP;Ativa;FEBEM - UIP (CASA À PARTIR DE 2007);RODOVIA DAVID EID;KM 1,5;RODOVIA;16401490;RURAL;RURAL;-49,73333843;-21,63768776;26177
ESTADUAL - SE;CARAGUATATUBA;CARAGUATATUBA;CARAGUATATUBA;432738;CENTRO ATEND SOCIOEDUC AO ADOLESC DE CARAGUATATUBA  CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);ESTRADA PIRASSUNUNGA;600;;11660971;RIO CLARO;RURAL;-45,50072594;-23,6513036;11400
ESTADUAL - SE;CARAGUATATUBA;CARAGUATATUBA;CARAGUATATUBA;432748;CENTRO DE ATEND SOCIOED AO ADOLES DE CARAGUATATUBA  CIP;Ativa;FEBEM - UIP (CASA À PARTIR DE 2007);ESTRADA DE PIRASSUNUNGA;600;;11660000;RIO CLARO;RURAL;-45,4994502;-23,71117328;11400
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS;CAMPINAS OESTE;432842;ANTONIO CARLOS LEHMAN;Ativa;EE;RUA ANIBAL BELLINI;72;RUA;13058440;CONJUNTO RESIDENCIAL SAO BENTO;URBANA;-47,19713974;-22,96608925;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA MARIANA;432866;HOSPITAL SAO PAULO CL HOSPITALAR;Ativa;CLASSE HOSPITALAR;NAPOLEAO DE BARROS;715;RUA;4024002;VILA CLEMENTINO;URBANA;-46,64930729;-23,5983;4856
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA MARIANA;432908;HOSPITAL SAO PAULO CL HOSPITALAR;Ativa;CLASSE HOSPITALAR;NAPOLEAO DE BARROS;715;RUA;4024002;VILA CLEMENTINO;URBANA;-46,64930729;-23,5983;4856
ESTADUAL - SE;LESTE 5;SAO PAULO;BELEM;433329;CENTRO DE ATEND SOCIOEDUC AO ADOLESC BELEM CI;Ativa;FEBEM - UI (CASA À PARTIR DE 2007);AVENIDA CONDESSA ELISABETH ROBIANO;450;AVENIDA;3074000;BELEM;URBANA;-46,58814139;-23,53011492;759
ESTADUAL - SE;FRANCA;FRANCA;FRANCA;433469;HOSPITAL SANTA CASA DE FRANCA CLASSE HOSPITALAR;Ativa;CLASSE HOSPITALAR;PEDRO II DOM;1826;PRACA;14400715;CENTRO;URBANA;-47,399;-20,5382;22986
ESTADUAL - SE;LESTE 3;SAO PAULO;JOSE BONIFACIO;433482;JARDIM PEDRA BRANCA;Ativa;EE;BEGONIA REAL;200;RUA;8490850;JARDIM PEDRA BRANCA;URBANA;-46,41970062;-23,58209991;
ESTADUAL - SE;JABOTICABAL;BEBEDOURO;BEBEDOURO;433548;CEL JTO A EE PARAISO CAVALCANTI DOUTOR;Ativa;CEL;ORLANDO FRANCA DE CARVALHO PROFESSOR;265;RUA;14701070;CENTRO;URBANA;-48,48495071;-20,95493452;22724
ESTADUAL - SE;BARRETOS;BARRETOS;BARRETOS;433559;CEL JTO A EE ANTONIO OLYMPIO DOUTOR;Ativa;CEL;FRANCISCO BARRETO;65;PRACA;14780059;CENTRO;URBANA;-48,5685893;-20,5566055;22469
ESTADUAL - SE;BARRETOS;OLIMPIA;OLIMPIA;433561;CEL JTO A EE ANTONIO AUGUSTO REIS NEVES DOUTOR;Ativa;CEL;AVENIDA DOUTOR ANDRADE E SILVA;925;PRACA;15400000;CENTRO;URBANA;-48,91069582;-20,7451986;28071
ESTADUAL - SE;CENTRO SUL;SAO PAULO;SACOMA;433615;CARLOS ESTEVAM ALDO MARTINS PROFESSOR;Ativa;EE;SILVESTRE SAO;396;RUA;4255080;SAO JOAO CLIMACO;URBANA;-46,5951163;-23,6236924;
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;433639;CEL JTO A EE PROFA OLYMPIA BARTH DE OLIVEIRA;Ativa;CEL;ITAPEMIRIM;149;RUA;13468480;JARDIM IPIRANGA;URBANA;-47,35534286;-22,74755478;17334
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;433640;CEL JTO A EE STELIO MACHADO LOUREIRO PROFESSOR;Ativa;CEL;MARIO DE SOUZA CAMPOS;545;RUA;16200110;CENTRO;URBANA;-50,3383;-21,2981;30119
ESTADUAL - SE;MIRACATU;IGUAPE;IGUAPE;434000;ALDEIA ITAPUA;Ativa;EEI;ESTRADA MUNICIPAL;SN;AVENIDA;11920000;PRAIA DO LESTE;RURAL;-47,41770935;-24,6735096;
ESTADUAL - SE;ITU;SALTO;SALTO;434036;CEL JTO A EE PAULA SANTOS PROFA;Ativa;CEL;PRUDENTE DE MORAES;1089;RUA;13322010;VILA NOVA;URBANA;-47,2873;-23,2005;15635
ESTADUAL - SE;MAUA;MAUA;MAUA;434164;JARDIM ZAIRA VIII;Ativa;EE;RUA JOAO CESARIO SIMAO;120;RUA;9321092;JARDIM ZAIRA;URBANA;-46,43724823;-23,6514492;
ESTADUAL - SE;LESTE 2;SAO PAULO;JARDIM HELENA;434292;CRISTINA DE CASTRO PAES PROFESSORA;Ativa;EE;JOSE ARTUR NOVA DOUTOR;2707;AVENIDA;8090000;PARQUE PAULISTANO;URBANA;-46,42478178;-23,47516159;
ESTADUAL - SE;SAO CARLOS;SAO CARLOS;SAO CARLOS;434711;ARY PINTO DAS NEVES PROFESSOR;Ativa;EE;RUA CANTOR JOAO PAULO;SN;RUA;13573010;CIDADE ARACY;URBANA;-47,90088309;-22,06344097;
ESTADUAL - SE;SAO CARLOS;IBATE;IBATE;434784;JOAO JACINTO DO NASCIMENTO;Ativa;EE;RUA BENEDITO FERNANDES FRADE;125;PROLONGAMENTO DA AVENIDA ANTONIO JORGE;14815000;JARDIM CRUZADO;URBANA;-48,0038681;-21,93630028;
ESTADUAL - SE;BRAGANCA PAULISTA;BRAGANCA PAULISTA;BRAGANCA PAULISTA;434814;BRUNO FLORENZANO PROFESSOR;Ativa;EE;ALDO BOLINI PADRE;SN;KM 70;12902990;AGUA COMPRIDA;URBANA;-46,46606827;-22,98394012;
ESTADUAL - SE;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;434848;CEL JTO A EE NATERCIA CREMM DE MORAES PEDRO PROFESSORA;Ativa;CEL;MANDAGUARI;150;RUA;6866220;PARQUE JANDAIA;URBANA;-46,79330826;-23,75658035;923308
ESTADUAL - SE;RIBEIRAO PRETO;RIBEIRAO PRETO;RIBEIRAO PRETO;435065;PROFESSOR PAULO CESAR CARNIEL GIOVANNETTI;Ativa;EE;RUA SENADOR TEOTONIO VILELLA;1950;AVENIDA;14056772;JARDIM PAIVA II;URBANA;-47,84706116;-21,15453911;
ESTADUAL - SE;JUNDIAI;JUNDIAI;JUNDIAI;435119;ALESSANDRA CRISTINA RODRIGUES DE O PEZZATO PROFA;Ativa;EE;AVENIDA MANOEL ANTONIO DIAS FILHO PRESBITERO;1524;AVENIDA;13212461;RESIDENCIAL JUNDIAI;URBANA;-47,00479889;-23,14299965;
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;435442;MARIA FRIZZARIN PROFA;Ativa;EE;UDINE;120;RUA;13478866;JARDIM MIRANDOLA;URBANA;-47,28299643;-22,7483391;
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;435454;MARIA DO CARMO AUGUSTI PROFA;Ativa;EE;RUA CYRA DE OLIVEIRA PETRIN;585;RUA;13469786;JARDIM MARIO COVAS;URBANA;-47,36849976;-22,7052002;
ESTADUAL - SE;LIMEIRA;RIO CLARO;RIO CLARO;435485;JANUARIO SYLVIO PEZZOTTI PROFESSOR;Ativa;EE;RUA 08 JD;450;RUA;13506070;JARDIM NOVO I;URBANA;-47,57762146;-22,44838905;
ESTADUAL - SE;PIRACICABA;PIRACICABA;PIRACICABA;435491;BENEDICTO EVANGELISTA COSTA PROFESSOR;Ativa;EE;AV  DAS OLIVIERAS;1205;RUA;13412630;JARDIM  GILDA;URBANA;-47,65658951;-22,66375923;
ESTADUAL - SE;PIRACICABA;PIRACICABA;PIRACICABA;435508;BAIRRO SANTO ANTONIO;Ativa;EE;RUA ANTONIO LICO;100;RUA;13402732;JARDIM VITORIA;URBANA;-47,68518066;-22,75064087;
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;435697;MARIA ISABEL RODRIGUES ORSO PROFA;Ativa;EE;JOSE LOGATTI DOUTOR;909;RUA;14806344;JARDIM ROBERTO SELMI DEI;URBANA;-48,15520096;-21,73189926;
